"faq_id","question","answer","intent","keywords","category","answer_format","enabled","updated_at","updated_by","note","required_keywords","exclude_keywords","ambiguity_keywords","prefer_candidate","auto_answer_allowed"
"FAQ-000266","スマホのメールアプリで既読/未読の同期がずれます","キャッシュ再同期またはモバイル側設定の見直しを行ってください。","スマホのメールアプリで既読/未読の同期がずれについて対応方法を知りたい","スマホ、メールアプリ、既読、未読、同期、ずれ、Outlook、メール、送信、受信、予定表、添付、迷惑メール、スマホのメールアプリで既読/未読の同期がずれ","メール","markdown","TRUE","2026-05-03 19:30:23","admin","12","メール","Teams、VPN、プリンタ、パスワード、アカウントロック、起案書、Outlook、共有メールボックス、添付ファイル、迷惑メール","","False","True"
"FAQ-000267","Excelがフリーズします","セーフモード起動、アドイン無効化、Office修復を順に試してください。","Excelがフリーズし問題を解決したい","Excel、フリーズし、遅い、重い、時間がかかる、固まる、フリーズ、動作不安定、Office、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000268","Excelが起動しません","ライセンス状態と更新状況を確認します。","Excelが起動しません問題を解決したい","Excel、起動しません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Word、PowerPoint、Teams、ファイル、保存、Excelが起動しません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000269","Excelでファイルを保存できません","保存先権限、ファイル名、同期状態を確認してください。","Excelでファイルを保存できません問題を解決したい","Excel、ファイル、保存、できない、利用できない、失敗する、対応方法、Office、Word、PowerPoint、Teams、Excelでファイルを保存できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000270","Excelでマクロが実行できません","セキュリティ設定でマクロが無効化されている可能性があります。承認済みファイルか確認してください。","Excelでマクロが実行できません問題を解決したい","Excel、マクロ、実行、できない、利用できない、失敗する、対応方法、Office、Word、PowerPoint、Teams、ファイル、保存、Excelでマクロが実行できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000271","Excelで文字化けします","フォント不足または文字コード不整合の可能性があります。元データ形式を確認してください。","Excelで文字化けしについて対応方法を知りたい","Excel、文字化けし、Office、Word、PowerPoint、Teams、ファイル、保存、Excelで文字化けし","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000272","Excelの印刷レイアウトが崩れます","既定プリンタやページ設定の影響があります。PDF化して確認してください。","Excelの印刷レイアウトが崩れについて対応方法を知りたい","Excel、印刷レイアウト、崩れ、印刷できない、プリントできない、印刷エラー、出力できない、Office、Word、PowerPoint、Teams、ファイル、保存、Excelの印刷レイアウトが崩れ","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","印刷","VPN、Wi-Fi、メール、Outlook、パスワード、PCロック、起案書、プリンタ、プリンター、スキャナ、スキャン","","False","True"
"FAQ-000273","Excelで共同編集できません","OneDrive/SharePoint保存かどうか、排他状態かどうかを確認してください。","Excelで共同編集できません問題を解決したい","Excel、共同編集、できない、利用できない、失敗する、対応方法、Office、Word、PowerPoint、Teams、ファイル、保存、Excelで共同編集できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000274","Excelでアドインが表示されません","アドインの配布状態と読み込み設定を確認します。","Excelでアドインが表示されません問題を解決したい","Excel、アドイン、表示されません、表示されない、画面が出ない、見えない、映らない、表示崩れ、Office、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000275","Excelのライセンス認証が外れました","サインイン状態を確認し、必要であれば再認証してください。","Excelのライセンス認証が外れましたの申請・手続き方法を知りたい","Excel、ライセンス認証、外れました、ログインできない、サインインできない、認証エラー、入れない、ID確認、申請方法、承認状況、購入依頼、ライセンス申請、手続き、Office","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000276","Excelで旧形式ファイルが開けません","互換機能の追加またはファイル修復を試してください。","Excelで旧形式ファイルが開けませんについて対応方法を知りたい","Excel、旧形式ファイル、開けません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Word、PowerPoint、Teams、ファイル、保存、Excelで旧形式ファイルが開けません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Excel","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Word、PowerPoint","","False","True"
"FAQ-000277","Wordがフリーズします","セーフモード起動、アドイン無効化、Office修復を順に試してください。","Wordがフリーズし問題を解決したい","Word、フリーズし、遅い、重い、時間がかかる、固まる、フリーズ、動作不安定、Office、Excel、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000278","Wordが起動しません","ライセンス状態と更新状況を確認します。","Wordが起動しません問題を解決したい","Word、起動しません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、PowerPoint、Teams、ファイル、保存、Wordが起動しません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000279","Wordでファイルを保存できません","保存先権限、ファイル名、同期状態を確認してください。","Wordでファイルを保存できません問題を解決したい","Word、ファイル、保存、できない、利用できない、失敗する、対応方法、Office、Excel、PowerPoint、Teams、Wordでファイルを保存できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000280","Wordでマクロが実行できません","セキュリティ設定でマクロが無効化されている可能性があります。承認済みファイルか確認してください。","Wordでマクロが実行できません問題を解決したい","Word、マクロ、実行、できない、利用できない、失敗する、対応方法、Office、Excel、PowerPoint、Teams、ファイル、保存、Wordでマクロが実行できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000281","Wordで文字化けします","フォント不足または文字コード不整合の可能性があります。元データ形式を確認してください。","Wordで文字化けしについて対応方法を知りたい","Word、文字化けし、Office、Excel、PowerPoint、Teams、ファイル、保存、Wordで文字化けし","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000282","Wordの印刷レイアウトが崩れます","既定プリンタやページ設定の影響があります。PDF化して確認してください。","Wordの印刷レイアウトが崩れについて対応方法を知りたい","Word、印刷レイアウト、崩れ、印刷できない、プリントできない、印刷エラー、出力できない、Office、Excel、PowerPoint、Teams、ファイル、保存、Wordの印刷レイアウトが崩れ","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","印刷","VPN、Wi-Fi、メール、Outlook、パスワード、PCロック、起案書、プリンタ、プリンター、スキャナ、スキャン","","False","True"
"FAQ-000283","Wordで共同編集できません","OneDrive/SharePoint保存かどうか、排他状態かどうかを確認してください。","Wordで共同編集できません問題を解決したい","Word、共同編集、できない、利用できない、失敗する、対応方法、Office、Excel、PowerPoint、Teams、ファイル、保存、Wordで共同編集できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000284","Wordでアドインが表示されません","アドインの配布状態と読み込み設定を確認します。","Wordでアドインが表示されません問題を解決したい","Word、アドイン、表示されません、表示されない、画面が出ない、見えない、映らない、表示崩れ、Office、Excel、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000285","Wordのライセンス認証が外れました","サインイン状態を確認し、必要であれば再認証してください。","Wordのライセンス認証が外れましたの申請・手続き方法を知りたい","Word、ライセンス認証、外れました、ログインできない、サインインできない、認証エラー、入れない、ID確認、申請方法、承認状況、購入依頼、ライセンス申請、手続き、Office","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、ライセンス","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000286","Wordで旧形式ファイルが開けません","互換機能の追加またはファイル修復を試してください。","Wordで旧形式ファイルが開けませんについて対応方法を知りたい","Word、旧形式ファイル、開けません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、PowerPoint、Teams、ファイル、保存、Wordで旧形式ファイルが開けません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、Word","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、PowerPoint","","False","True"
"FAQ-000287","PowerPointがフリーズします","セーフモード起動、アドイン無効化、Office修復を順に試してください。","PowerPointがフリーズし問題を解決したい","PowerPoint、フリーズし、遅い、重い、時間がかかる、固まる、フリーズ、動作不安定、Office、Excel、Word、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000288","PowerPointが起動しません","ライセンス状態と更新状況を確認します。","PowerPointが起動しません問題を解決したい","PowerPoint、起動しません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、Word、Teams、ファイル、保存、PowerPointが起動しません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000289","PowerPointでファイルを保存できません","保存先権限、ファイル名、同期状態を確認してください。","PowerPointでファイルを保存できません問題を解決したい","PowerPoint、ファイル、保存、できない、利用できない、失敗する、対応方法、Office、Excel、Word、Teams、PowerPointでファイルを保存できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000290","PowerPointでマクロが実行できません","セキュリティ設定でマクロが無効化されている可能性があります。承認済みファイルか確認してください。","PowerPointでマクロが実行できません問題を解決したい","PowerPoint、マクロ、実行、できない、利用できない、失敗する、対応方法、Office、Excel、Word、Teams、ファイル、保存、PowerPointでマクロが実行できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000291","PowerPointで文字化けします","フォント不足または文字コード不整合の可能性があります。元データ形式を確認してください。","PowerPointで文字化けしについて対応方法を知りたい","PowerPoint、文字化けし、Office、Excel、Word、Teams、ファイル、保存、PowerPointで文字化けし","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000292","PowerPointの印刷レイアウトが崩れます","既定プリンタやページ設定の影響があります。PDF化して確認してください。","PowerPointの印刷レイアウトが崩れについて対応方法を知りたい","PowerPoint、印刷レイアウト、崩れ、印刷できない、プリントできない、印刷エラー、出力できない、Office、Excel、Word、Teams、ファイル、保存、PowerPointの印刷レイアウトが崩れ","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","印刷","VPN、Wi-Fi、メール、Outlook、パスワード、PCロック、起案書、プリンタ、プリンター、スキャナ、スキャン","","False","True"
"FAQ-000293","PowerPointで共同編集できません","OneDrive/SharePoint保存かどうか、排他状態かどうかを確認してください。","PowerPointで共同編集できません問題を解決したい","PowerPoint、共同編集、できない、利用できない、失敗する、対応方法、Office、Excel、Word、Teams、ファイル、保存、PowerPointで共同編集できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000294","PowerPointでアドインが表示されません","アドインの配布状態と読み込み設定を確認します。","PowerPointでアドインが表示されません問題を解決したい","PowerPoint、アドイン、表示されません、表示されない、画面が出ない、見えない、映らない、表示崩れ、Office、Excel、Word、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000295","PowerPointのライセンス認証が外れました","サインイン状態を確認し、必要であれば再認証してください。","PowerPointのライセンス認証が外れましたの申請・手続き方法を知りたい","PowerPoint、ライセンス認証、外れました、ログインできない、サインインできない、認証エラー、入れない、ID確認、申請方法、承認状況、購入依頼、ライセンス申請、手続き、Office","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000296","PowerPointで旧形式ファイルが開けません","互換機能の追加またはファイル修復を試してください。","PowerPointで旧形式ファイルが開けませんについて対応方法を知りたい","PowerPoint、旧形式ファイル、開けません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、Word、Teams、ファイル、保存、PowerPointで旧形式ファイルが開けません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","PowerPoint、Office","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000297","Accessがフリーズします","セーフモード起動、アドイン無効化、Office修復を順に試してください。","Accessがフリーズし問題を解決したい","Access、フリーズし、遅い、重い、時間がかかる、固まる、フリーズ、動作不安定、Office、Excel、Word、PowerPoint、Teams、ファイル","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000298","Accessが起動しません","ライセンス状態と更新状況を確認します。","Accessが起動しません問題を解決したい","Access、起動しません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、Word、PowerPoint、Teams、ファイル、保存、Accessが起動しません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000299","Accessでファイルを保存できません","保存先権限、ファイル名、同期状態を確認してください。","Accessでファイルを保存できません問題を解決したい","Access、ファイル、保存、できない、利用できない、失敗する、対応方法、Office、Excel、Word、PowerPoint、Teams、Accessでファイルを保存できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000300","Accessでマクロが実行できません","セキュリティ設定でマクロが無効化されている可能性があります。承認済みファイルか確認してください。","Accessでマクロが実行できません問題を解決したい","Access、マクロ、実行、できない、利用できない、失敗する、対応方法、Office、Excel、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000301","Accessで文字化けします","フォント不足または文字コード不整合の可能性があります。元データ形式を確認してください。","Accessで文字化けしについて対応方法を知りたい","Access、文字化けし、Office、Excel、Word、PowerPoint、Teams、ファイル、保存、Accessで文字化けし","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000302","Accessの印刷レイアウトが崩れます","既定プリンタやページ設定の影響があります。PDF化して確認してください。","Accessの印刷レイアウトが崩れについて対応方法を知りたい","Access、印刷レイアウト、崩れ、印刷できない、プリントできない、印刷エラー、出力できない、Office、Excel、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","印刷","VPN、Wi-Fi、メール、Outlook、パスワード、PCロック、起案書、プリンタ、プリンター、スキャナ、スキャン","","False","True"
"FAQ-000303","Accessで共同編集できません","OneDrive/SharePoint保存かどうか、排他状態かどうかを確認してください。","Accessで共同編集できません問題を解決したい","Access、共同編集、できない、利用できない、失敗する、対応方法、Office、Excel、Word、PowerPoint、Teams、ファイル、保存、Accessで共同編集できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000304","Accessでアドインが表示されません","アドインの配布状態と読み込み設定を確認します。","Accessでアドインが表示されません問題を解決したい","Access、アドイン、表示されません、表示されない、画面が出ない、見えない、映らない、表示崩れ、Office、Excel、Word、PowerPoint、Teams、ファイル","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000305","Accessのライセンス認証が外れました","サインイン状態を確認し、必要であれば再認証してください。","Accessのライセンス認証が外れましたの申請・手続き方法を知りたい","Access、ライセンス認証、外れました、ログインできない、サインインできない、認証エラー、入れない、ID確認、申請方法、承認状況、購入依頼、ライセンス申請、手続き、Office","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、ライセンス","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000306","Accessで旧形式ファイルが開けません","互換機能の追加またはファイル修復を試してください。","Accessで旧形式ファイルが開けませんについて対応方法を知りたい","Access、旧形式ファイル、開けません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000307","OneNoteがフリーズします","セーフモード起動、アドイン無効化、Office修復を順に試してください。","OneNoteがフリーズし問題を解決したい","OneNote、フリーズし、遅い、重い、時間がかかる、固まる、フリーズ、動作不安定、Office、Excel、Word、PowerPoint、Teams、ファイル","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000308","OneNoteが起動しません","ライセンス状態と更新状況を確認します。","OneNoteが起動しません問題を解決したい","OneNote、起動しません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、Word、PowerPoint、Teams、ファイル、保存、OneNoteが起動しません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000309","OneNoteでファイルを保存できません","保存先権限、ファイル名、同期状態を確認してください。","OneNoteでファイルを保存できません問題を解決したい","OneNote、ファイル、保存、できない、利用できない、失敗する、対応方法、Office、Excel、Word、PowerPoint、Teams、OneNoteでファイルを保存できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000310","OneNoteでマクロが実行できません","セキュリティ設定でマクロが無効化されている可能性があります。承認済みファイルか確認してください。","OneNoteでマクロが実行できません問題を解決したい","OneNote、マクロ、実行、できない、利用できない、失敗する、対応方法、Office、Excel、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000311","OneNoteで文字化けします","フォント不足または文字コード不整合の可能性があります。元データ形式を確認してください。","OneNoteで文字化けしについて対応方法を知りたい","OneNote、文字化けし、Office、Excel、Word、PowerPoint、Teams、ファイル、保存、OneNoteで文字化けし","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000312","OneNoteの印刷レイアウトが崩れます","既定プリンタやページ設定の影響があります。PDF化して確認してください。","OneNoteの印刷レイアウトが崩れについて対応方法を知りたい","OneNote、印刷レイアウト、崩れ、印刷できない、プリントできない、印刷エラー、出力できない、Office、Excel、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","印刷","VPN、Wi-Fi、メール、Outlook、パスワード、PCロック、起案書、プリンタ、プリンター、スキャナ、スキャン","","False","True"
"FAQ-000313","OneNoteで共同編集できません","OneDrive/SharePoint保存かどうか、排他状態かどうかを確認してください。","OneNoteで共同編集できません問題を解決したい","OneNote、共同編集、できない、利用できない、失敗する、対応方法、Office、Excel、Word、PowerPoint、Teams、ファイル、保存、OneNoteで共同編集できません","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000314","OneNoteでアドインが表示されません","アドインの配布状態と読み込み設定を確認します。","OneNoteでアドインが表示されません問題を解決したい","OneNote、アドイン、表示されません、表示されない、画面が出ない、見えない、映らない、表示崩れ、Office、Excel、Word、PowerPoint、Teams、ファイル","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000315","OneNoteのライセンス認証が外れました","サインイン状態を確認し、必要であれば再認証してください。","OneNoteのライセンス認証が外れましたの申請・手続き方法を知りたい","OneNote、ライセンス認証、外れました、ログインできない、サインインできない、認証エラー、入れない、ID確認、申請方法、承認状況、購入依頼、ライセンス申請、手続き、Office","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、ライセンス","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000316","OneNoteで旧形式ファイルが開けません","互換機能の追加またはファイル修復を試してください。","OneNoteで旧形式ファイルが開けませんについて対応方法を知りたい","OneNote、旧形式ファイル、開けません、起動しない、開かない、立ち上がらない、アプリが開かない、Office、Excel、Word、PowerPoint、Teams、ファイル、保存","Officeアプリ","markdown","TRUE","2026-05-03 19:30:23","admin","12","Office、アプリ","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Teams、Zoom、Excel、Word","","False","True"
"FAQ-000317","Teamsにサインインできません","SSO連携またはライセンス付与を確認します。","Teamsにサインインできません問題を解決したい","Teams、サインイン、ログインできない、サインインできない、認証エラー、入れない、ID確認、できない、利用できない、失敗する、対応方法、チャット、会議、画面共有","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
"FAQ-000318","Teamsで会議を開始できません","主催者権限、ネットワーク、アプリ更新状態を確認してください。","Teamsで会議を開始できません問題を解決したい","Teams、会議、開始、できない、利用できない、失敗する、対応方法、チャット、画面共有、通知、共同編集、Teamsで会議を開始できません","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
"FAQ-000319","Teamsで画面共有できません","画面収録権限やGPU設定、発表者権限を確認してください。","Teamsで画面共有できません問題を解決したい","Teams、画面共有、表示されない、画面が出ない、見えない、映らない、表示崩れ、できない、利用できない、失敗する、対応方法、権限不足、アクセス権、共有できない","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
"FAQ-000320","Teamsの通知が届きません","アプリ通知設定とOSの通知許可を確認してください。","Teamsの通知が届きませんについて対応方法を知りたい","Teams、通知、届きません、通知が来ない、通知設定、アラート、連絡、チャット、会議、画面共有、共同編集、Teamsの通知が届きません","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
"FAQ-000321","Teamsでマイクが使えません","会議アプリ側の入力デバイス設定とOSのマイク権限を確認してください。","Teamsでマイクが使えませんについて対応方法を知りたい","Teams、マイク、使えません、チャット、会議、画面共有、通知、共同編集、Teamsでマイクが使えません","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
"FAQ-000322","Teamsでカメラ映像が映りません","他アプリによるカメラ占有や権限設定を確認してください。","Teamsでカメラ映像が映りません問題を解決したい","Teams、カメラ映像、映りません、表示されない、画面が出ない、見えない、映らない、表示崩れ、チャット、会議、画面共有、通知、共同編集、Teamsでカメラ映像が映りません","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
"FAQ-000323","Teamsの録画保存先がわかりません","製品ごとにクラウド保存先が異なります。会議URLまたは主催者情報を共有してください。","Teamsの録画保存先がわかりませんについて対応方法を知りたい","Teams、録画保存先、わかりません、チャット、会議、画面共有、通知、共同編集、Teamsの録画保存先がわかりません","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
"FAQ-000324","Teamsの会議URLを発行できません","ライセンス不足または組織ポリシー制限の可能性があります。","Teamsの会議URLを発行できません問題を解決したい","Teams、会議URL、発行、できない、利用できない、失敗する、対応方法、チャット、会議、画面共有、通知、共同編集、Teamsの会議URLを発行できません","コラボレーション","markdown","TRUE","2026-05-03 19:30:23","admin","12","Teams、URL","システム導入、起案書、VPN、プリンタ、パスワード、アカウントロック、Zoom、Office、Excel、Word","","False","True"
